parent_node_id	Class	Subclass	Species	complex	Element type	n	nspp	freq
aac(6')-I	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter quasihormaechei	NA	AMR	6	23	0.2608695652173913
aac(6')-I	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
aac(6')-I	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
aac(6')-II	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter asburiae_B	NA	AMR	17	228	0.07456140350877193
aac(6')-II	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
aac(6')-II	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter chengduensis	NA	AMR	7	76	0.09210526315789473
aac(6')-II	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	9	457	0.019693654266958426
aac(6')-II	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_L	NA	AMR	1	18	0.05555555555555555
aac(6')-II	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_M	NA	AMR	71	407	0.17444717444717445
aac(6')-II	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	16	127	0.12598425196850394
aac(6')-II	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	500	6055	0.08257638315441784
aac(6')-II	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	81	759	0.1067193675889328
aac(6')-II	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	2	223	0.008968609865470852
aac(6')-II	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	7	509	0.0137524557956778
aac(6')-II	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_I	NA	AMR	1	39	0.02564102564102564
aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_M	NA	AMR	3	407	0.007371007371007371
aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	6	6055	9.90916597853014e-4
aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	3	457	0.006564551422319475
aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_I	NA	AMR	1	39	0.02564102564102564
aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_M	NA	AMR	3	407	0.007371007371007371
aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	161	6055	0.026589595375722544
aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	5	509	0.009823182711198428
aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter asburiae	Enterobacter cloacae complex	AMR	3	53	0.05660377358490566
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter asburiae_B	NA	AMR	3	228	0.013157894736842105
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter chengduensis	NA	AMR	2	76	0.02631578947368421
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	8	457	0.0175054704595186
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae_I	NA	AMR	2	39	0.05128205128205128
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae_M	NA	AMR	5	407	0.012285012285012284
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	2	127	0.015748031496062992
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter hormaechei_A	NA	AMR	148	6055	0.02444260941370768
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	28	759	0.03689064558629776
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter mori	NA	AMR	2	44	0.045454545454545456
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter roggenkampii	NA	AMR	14	509	0.0275049115913556
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
aac(6')-Ib	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	5	457	0.010940919037199124
aac(6')-Ib	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	1	127	0.007874015748031496
aac(6')-Ib	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	58	6055	0.009578860445912468
aac(6')-Ib	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	2	759	0.002635046113306983
aac(6')-Ib	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	1	223	0.004484304932735426
aac(6')-Ib	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
aac(6')-Ib-AGKT	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter chengduensis	NA	AMR	1	76	0.013157894736842105
aac(6')-Ib-AGKT	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	2	457	0.00437636761487965
aac(6')-Ib-AGKT	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	2	6055	3.3030553261767135e-4
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter asburiae_B	NA	AMR	14	228	0.06140350877192982
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter chengduensis	NA	AMR	2	76	0.02631578947368421
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	11	457	0.024070021881838075
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_I	NA	AMR	1	39	0.02564102564102564
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_M	NA	AMR	59	407	0.14496314496314497
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	8	127	0.06299212598425197
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	378	6055	0.06242774566473988
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	23	759	0.030303030303030304
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	3	223	0.013452914798206279
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter quasihormaechei	NA	AMR	6	23	0.2608695652173913
aac(6')-Ib-AKT	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	11	509	0.021611001964636542
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter asburiae	Enterobacter cloacae complex	AMR	6	53	0.11320754716981132
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter asburiae_B	NA	AMR	14	228	0.06140350877192982
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter asburiae_D	NA	AMR	2	15	0.13333333333333333
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter bugandensis	NA	AMR	6	230	0.02608695652173913
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter chengduensis	NA	AMR	7	76	0.09210526315789473
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	12	457	0.0262582056892779
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae_I	NA	AMR	3	39	0.07692307692307693
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae_M	NA	AMR	17	407	0.04176904176904177
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter cloacae_P	NA	AMR	2	9	0.2222222222222222
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	14	127	0.11023622047244094
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter hormaechei_A	NA	AMR	593	6055	0.09793559042113956
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	32	759	0.04216073781291173
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	4	223	0.017937219730941704
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter mori	NA	AMR	2	44	0.045454545454545456
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter roggenkampii	NA	AMR	17	509	0.03339882121807466
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter sichuanensis	NA	AMR	2	61	0.03278688524590164
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter sp013927005	NA	AMR	1	11	0.09090909090909091
aac(6')-Ib-G	AMINOGLYCOSIDE	GENTAMICIN	Enterobacter_A timonensis	NA	AMR	1	3	0.3333333333333333
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter asburiae_B	NA	AMR	22	228	0.09649122807017543
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter asburiae_E	NA	AMR	3	4	0.75
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter bugandensis	NA	AMR	23	230	0.1
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter chengduensis	NA	AMR	37	76	0.4868421052631579
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter chuandaensis	NA	AMR	1	6	0.16666666666666666
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	100	457	0.2188183807439825
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter cloacae_I	NA	AMR	13	39	0.3333333333333333
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter cloacae_M	NA	AMR	110	407	0.2702702702702703
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter cloacae_Q	NA	AMR	1	1	1
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	53	127	0.41732283464566927
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	1556	6055	0.2569777043765483
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	159	759	0.20948616600790515
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	3	223	0.013452914798206279
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter mori	NA	AMR	2	44	0.045454545454545456
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter quasihormaechei	NA	AMR	5	23	0.21739130434782608
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	32	509	0.06286836935166994
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter sichuanensis	NA	AMR	6	61	0.09836065573770492
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter sp013927005	NA	AMR	2	11	0.18181818181818182
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Enterobacter_A timonensis	NA	AMR	2	3	0.6666666666666666
aac(6')-set_A	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
aac(6')-set_A	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter chengduensis	NA	AMR	1	76	0.013157894736842105
aac(6')-set_A	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter cloacae	Enterobacter cloacae complex	AMR	2	457	0.00437636761487965
aac(6')-set_A	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter cloacae_M	NA	AMR	1	407	0.002457002457002457
aac(6')-set_A	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
aac(6')-set_A	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter roggenkampii	NA	AMR	3	509	0.005893909626719057
aac(6')_Ia_fam	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter chengduensis	NA	AMR	1	76	0.013157894736842105
aac(6')_Ia_fam	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
aac(6')_Ia_fam	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter asburiae_B	NA	AMR	3	228	0.013157894736842105
aac(6')_Ia_fam	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter cloacae	Enterobacter cloacae complex	AMR	1	457	0.002188183807439825
aac(6')_Ia_fam	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter cloacae_M	NA	AMR	1	407	0.002457002457002457
aac(6')_Ia_fam	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter hormaechei_A	NA	AMR	13	6055	0.0021469859620148637
aac(6')_Ia_fam	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter kobei	Enterobacter cloacae complex	AMR	3	759	0.003952569169960474
aac(6')_Ia_fam	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter mori	NA	AMR	1	44	0.022727272727272728
aac(6')_Ia_fam	AMINOGLYCOSIDE	AMINOGLYCOSIDE	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
aadA_4_5	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	3	457	0.006564551422319475
aadA_4_5	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_M	NA	AMR	2	407	0.004914004914004914
aadA_4_5	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	6	127	0.047244094488188976
aadA_4_5	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	NA	AMR	34	6055	0.005615194054500413
aadA_4_5	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	22	759	0.028985507246376812
aadA_4_5	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	2	223	0.008968609865470852
aadA_4_5	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter asburiae_B	NA	AMR	11	228	0.04824561403508772
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter asburiae_E	NA	AMR	1	4	0.25
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter chengduensis	NA	AMR	4	76	0.05263157894736842
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	29	457	0.06345733041575492
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_I	NA	AMR	5	39	0.1282051282051282
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_M	NA	AMR	28	407	0.0687960687960688
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter cloacae_P	NA	AMR	7	9	0.7777777777777778
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	14	127	0.11023622047244094
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	662	6055	0.10933113129644921
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	126	759	0.16600790513833993
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	16	223	0.07174887892376682
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter mori	NA	AMR	1	44	0.022727272727272728
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter quasihormaechei	NA	AMR	6	23	0.2608695652173913
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	62	509	0.12180746561886051
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter sichuanensis	NA	AMR	18	61	0.29508196721311475
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter soli	NA	AMR	11	23	0.4782608695652174
ant(2'')	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter sp013927005	NA	AMR	2	11	0.18181818181818182
ant(3'')-I	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/SPECTINOMYCIN/STREPTOMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
ant(3'')-I	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	Enterobacter hormaechei_A	NA	AMR	14	6055	0.0023121387283236996
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae	Enterobacter cloacae complex	AMR	4	53	0.07547169811320754
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_B	NA	AMR	42	228	0.18421052631578946
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_E	NA	AMR	5	4	1.25
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter bugandensis	NA	AMR	16	230	0.06956521739130435
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chengduensis	NA	AMR	49	76	0.6447368421052632
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter chuandaensis	NA	AMR	3	6	0.5
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	136	457	0.2975929978118162
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_I	NA	AMR	13	39	0.3333333333333333
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_M	NA	AMR	124	407	0.3046683046683047
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_P	NA	AMR	3	9	0.3333333333333333
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter cloacae_Q	NA	AMR	1	1	1
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	89	127	0.7007874015748031
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter hormaechei_A	NA	AMR	2959	6055	0.48868703550784476
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	229	759	0.30171277997364954
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	23	223	0.1031390134529148
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter mori	NA	AMR	6	44	0.13636363636363635
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter quasihormaechei	NA	AMR	12	23	0.5217391304347826
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter roggenkampii	NA	AMR	140	509	0.275049115913556
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter sichuanensis	NA	AMR	16	61	0.26229508196721313
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter soli	NA	AMR	12	23	0.5217391304347826
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter sp013927005	NA	AMR	2	11	0.18181818181818182
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter vonholyi	NA	AMR	1	18	0.05555555555555555
ant(3'')-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter_A timonensis	NA	AMR	3	3	1
aph(2'')	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter hormaechei_A	NA	AMR	7	6055	0.0011560693641618498
aph(2'')	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
aph(3'')	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_B	NA	AMR	49	228	0.2149122807017544
aph(3'')	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter asburiae_E	NA	AMR	3	4	0.75
aph(3'')	AMINOGLYCOSIDE	STREPTOMYCIN	Enterobacter bugandensis	NA	AMR	31	230	0.13478260869565217
