Hierarchy node	Class	Subclass	Species	complex	Element type	n	nspp	freq
blaACT-82	BETA-LACTAM	CEPHALOSPORIN	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
blaACT-83	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaACT-84	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	12	6055	0.001981833195706028
blaACT-85	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaACT-86	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaACT-87	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	29	759	0.03820816864295125
blaACT-89	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	19	6055	0.003137902559867878
blaACT-90	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	76	6055	0.012551610239471512
blaACT-93	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_B	NA	AMR	2	228	0.008771929824561403
blaACT-94	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	6	6055	9.90916597853014e-4
blaACT-95	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	22	759	0.028985507246376812
blaACT-96	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	3	759	0.003952569169960474
blaACT-97	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	2	759	0.002635046113306983
blaACT-98	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	2	759	0.002635046113306983
blaACT-99	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	2	759	0.002635046113306983
blaCARB-2	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaCARB-2	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	2	457	0.00437636761487965
blaCARB-2	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_M	NA	AMR	6	407	0.014742014742014743
blaCARB-2	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	2	127	0.015748031496062992
blaCARB-2	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	NA	AMR	36	6055	0.005945499587118084
blaCARB-2	BETA-LACTAM	BETA-LACTAM	Enterobacter kobei	Enterobacter cloacae complex	AMR	3	759	0.003952569169960474
blaCARB-2	BETA-LACTAM	BETA-LACTAM	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
blaCMH	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	351	457	0.7680525164113785
blaCMH-10	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	9	457	0.019693654266958426
blaCMH-13	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	1	457	0.002188183807439825
blaCMH-3	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	13	457	0.028446389496717725
blaCMH-4	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	47	457	0.10284463894967177
blaCMH-5	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	1	457	0.002188183807439825
blaCMH-7	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	7	457	0.015317286652078774
blaCMH-8	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	2	457	0.00437636761487965
blaCMH-9	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	24	457	0.0525164113785558
blaCMY	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	NA	AMR	45	407	0.11056511056511056
blaCMY	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaCMY-2	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	4	6055	6.606110652353427e-4
blaCMY-4	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	2	457	0.00437636761487965
blaCMY-4	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	15	6055	0.002477291494632535
blaCMY-4	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
blaCMY-4	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
blaCMY-6	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	8	457	0.0175054704595186
blaCMY-6	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	5	6055	8.257638315441783e-4
blaCTX-M	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	NA	AMR	1	407	0.002457002457002457
blaCTX-M	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	38	6055	0.006275805119735756
blaCTX-M	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	18	759	0.023715415019762844
blaCTX-M-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	4	6055	6.606110652353427e-4
blaCTX-M-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	2	759	0.002635046113306983
blaCTX-M-13	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	2	6055	3.3030553261767135e-4
blaCTX-M-14	BETA-LACTAM	CEPHALOSPORIN	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
blaCTX-M-14	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	18	6055	0.002972749793559042
blaCTX-M-14	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	5	759	0.006587615283267457
blaCTX-M-14	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sichuanensis	NA	AMR	3	61	0.04918032786885246
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_B	NA	AMR	17	228	0.07456140350877193
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_E	NA	AMR	3	4	0.75
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter bugandensis	NA	AMR	24	230	0.10434782608695652
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter chengduensis	NA	AMR	37	76	0.4868421052631579
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter chuandaensis	NA	AMR	2	6	0.3333333333333333
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	95	457	0.20787746170678337
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_I	NA	AMR	15	39	0.38461538461538464
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	NA	AMR	13	407	0.03194103194103194
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_Q	NA	AMR	1	1	1
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	35	127	0.27559055118110237
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	1339	6055	0.22113955408753097
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	78	759	0.10276679841897234
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	3	223	0.013452914798206279
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter mori	NA	AMR	2	44	0.045454545454545456
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter quasihormaechei	NA	AMR	5	23	0.21739130434782608
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	NA	AMR	17	509	0.03339882121807466
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sichuanensis	NA	AMR	3	61	0.04918032786885246
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter soli	NA	AMR	3	23	0.13043478260869565
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter_A timonensis	NA	AMR	2	3	0.6666666666666666
blaCTX-M-193	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	2	6055	3.3030553261767135e-4
blaCTX-M-2	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_B	NA	AMR	3	228	0.013157894736842105
blaCTX-M-2	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	NA	AMR	2	407	0.004914004914004914
blaCTX-M-2	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	15	6055	0.002477291494632535
blaCTX-M-2	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	3	759	0.003952569169960474
blaCTX-M-2	BETA-LACTAM	CEPHALOSPORIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	3	223	0.013452914798206279
blaCTX-M-2	BETA-LACTAM	CEPHALOSPORIN	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
blaCTX-M-228	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaCTX-M-27	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	3	6055	4.95458298926507e-4
blaCTX-M-3	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	2	457	0.00437636761487965
blaCTX-M-3	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_I	NA	AMR	1	39	0.02564102564102564
blaCTX-M-3	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	NA	AMR	2	407	0.004914004914004914
blaCTX-M-3	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	51	6055	0.008422791081750619
blaCTX-M-3	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	4	759	0.005270092226613966
blaCTX-M-3	BETA-LACTAM	CEPHALOSPORIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	1	223	0.004484304932735426
blaCTX-M-3	BETA-LACTAM	CEPHALOSPORIN	Enterobacter mori	NA	AMR	1	44	0.022727272727272728
blaCTX-M-36	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	10	6055	0.0016515276630883566
blaCTX-M-55	BETA-LACTAM	CEPHALOSPORIN	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
blaCTX-M-55	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaCTX-M-55	BETA-LACTAM	CEPHALOSPORIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	1	223	0.004484304932735426
blaCTX-M-62	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaCTX-M-62	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
blaCTX-M-63	BETA-LACTAM	CEPHALOSPORIN	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
blaCTX-M-65	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	4	6055	6.606110652353427e-4
blaCTX-M-8	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_B	NA	AMR	5	228	0.021929824561403508
blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_E	NA	AMR	1	4	0.25
blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter chengduensis	NA	AMR	2	76	0.02631578947368421
blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	4	457	0.0087527352297593
blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_I	NA	AMR	1	39	0.02564102564102564
blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	NA	AMR	15	407	0.036855036855036855
blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_P	NA	AMR	1	9	0.1111111111111111
blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	4	127	0.031496062992125984
blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	450	6055	0.07431874483897605
blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	67	759	0.08827404479578392
blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	16	223	0.07174887892376682
blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	NA	AMR	28	509	0.0550098231827112
blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
blaCTX-M-96	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	2	6055	3.3030553261767135e-4
blaDHA	BETA-LACTAM	CEPHALOSPORIN	Enterobacter chengduensis	NA	AMR	2	76	0.02631578947368421
blaDHA	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	2	457	0.00437636761487965
blaDHA	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	NA	AMR	1	407	0.002457002457002457
blaDHA	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	2	127	0.015748031496062992
blaDHA	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	54	6055	0.008918249380677127
blaDHA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_B	NA	AMR	5	228	0.021929824561403508
blaDHA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter chengduensis	NA	AMR	1	76	0.013157894736842105
blaDHA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	13	457	0.028446389496717725
blaDHA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	NA	AMR	1	407	0.002457002457002457
blaDHA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	8	127	0.06299212598425197
blaDHA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	54	6055	0.008918249380677127
blaDHA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
blaDHA-7	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	5	6055	8.257638315441783e-4
blaFONA	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaFONA	BETA-LACTAM	BETA-LACTAM	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	4	223	0.017937219730941704
blaFOX-3	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaFOX-5	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	1	457	0.002188183807439825
blaFOX-5	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	NA	AMR	3	407	0.007371007371007371
blaFOX-5	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	1	127	0.007874015748031496
blaFOX-5	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	15	6055	0.002477291494632535
blaFOX-5	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
blaFOX-5	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
blaFOX-5	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sp013927005	NA	AMR	1	11	0.09090909090909091
blaFRI	BETA-LACTAM	CARBAPENEM	Enterobacter vonholyi	NA	AMR	1	18	0.05555555555555555
blaFRI-1	BETA-LACTAM	CARBAPENEM	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	1	223	0.004484304932735426
blaFRI-2	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaFRI-4	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae	Enterobacter cloacae complex	AMR	1	53	0.018867924528301886
blaFRI-4	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaFRI-5	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_M	NA	AMR	1	407	0.002457002457002457
blaFRI-8	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_M	NA	AMR	2	407	0.004914004914004914
blaFRI-8	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	NA	AMR	3	509	0.005893909626719057
blaFRI-8	BETA-LACTAM	CARBAPENEM	Enterobacter vonholyi	NA	AMR	3	18	0.16666666666666666
blaFRI-9	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	NA	AMR	2	228	0.008771929824561403
blaGES	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaGES	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
blaGES-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	19	6055	0.003137902559867878
blaGES-2	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaGES-24	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaGES-24	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_M	NA	AMR	1	407	0.002457002457002457
blaGES-24	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	Enterobacter cloacae complex	AMR	2	759	0.002635046113306983
blaGES-24	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
blaGES-24	BETA-LACTAM	CARBAPENEM	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
blaGES-4	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	2	457	0.00437636761487965
blaGES-4	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
blaGES-4	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
blaGES-5	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_I	NA	AMR	1	39	0.02564102564102564
blaGES-5	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaGES-5	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	Enterobacter cloacae complex	AMR	15	759	0.019762845849802372
blaGES-5	BETA-LACTAM	CARBAPENEM	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
blaGES-51	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	Enterobacter cloacae complex	AMR	3	759	0.003952569169960474
blaGES-51	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
blaGES-54	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
blaGES-6	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	NA	AMR	8	6055	0.0013212221304706854
blaGES-7	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	2	6055	3.3030553261767135e-4
blaGES-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	2	6055	3.3030553261767135e-4
blaIMI	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaIMI	BETA-LACTAM	CARBAPENEM	Enterobacter bugandensis	NA	AMR	2	230	0.008695652173913044
blaIMI	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	3	457	0.006564551422319475
blaIMI	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
blaIMI-1	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaIMI-1	BETA-LACTAM	CARBAPENEM	Enterobacter bugandensis	NA	AMR	27	230	0.11739130434782609
blaIMI-1	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	93	457	0.20350109409190373
blaIMI-1	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_N	NA	AMR	1	6	0.16666666666666666
blaIMI-1	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	Enterobacter cloacae complex	AMR	2	759	0.002635046113306983
blaIMI-1	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	NA	AMR	15	509	0.029469548133595286
blaIMI-1	BETA-LACTAM	CARBAPENEM	Enterobacter sichuanensis	NA	AMR	14	61	0.22950819672131148
blaIMI-12	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaIMI-12	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	NA	AMR	3	509	0.005893909626719057
blaIMI-14	BETA-LACTAM	CARBAPENEM	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
blaIMI-17	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaIMI-17	BETA-LACTAM	CARBAPENEM	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	1	223	0.004484304932735426
blaIMI-2	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae	Enterobacter cloacae complex	AMR	3	53	0.05660377358490566
blaIMI-2	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	NA	AMR	5	228	0.021929824561403508
blaIMI-2	BETA-LACTAM	CARBAPENEM	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
blaIMI-2	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	1	457	0.002188183807439825
blaIMI-2	BETA-LACTAM	CARBAPENEM	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	2	223	0.008968609865470852
blaIMI-2	BETA-LACTAM	CARBAPENEM	Enterobacter mori	NA	AMR	3	44	0.06818181818181818
blaIMI-2	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
blaIMI-24	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae	Enterobacter cloacae complex	AMR	1	53	0.018867924528301886
blaIMI-4	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	1	457	0.002188183807439825
blaIMI-4	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	NA	AMR	2	509	0.003929273084479371
blaIMI-4	BETA-LACTAM	CARBAPENEM	Enterobacter sichuanensis	NA	AMR	2	61	0.03278688524590164
blaIMI-6	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	NA	AMR	2	228	0.008771929824561403
blaIMI-6	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_D	NA	AMR	1	15	0.06666666666666667
blaIMI-6	BETA-LACTAM	CARBAPENEM	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	7	223	0.03139013452914798
blaIMI-6	BETA-LACTAM	CARBAPENEM	Enterobacter mori	NA	AMR	2	44	0.045454545454545456
blaIMI-7	BETA-LACTAM	CARBAPENEM	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
blaIMI-8	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
blaIMI-9	BETA-LACTAM	CARBAPENEM	Enterobacter bugandensis	NA	AMR	10	230	0.043478260869565216
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae	Enterobacter cloacae complex	AMR	2	53	0.03773584905660377
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	1	127	0.007874015748031496
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	NA	AMR	11	6055	0.0018166804293971925
blaIMP-1	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	NA	AMR	11	228	0.04824561403508772
blaIMP-1	BETA-LACTAM	CARBAPENEM	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
blaIMP-1	BETA-LACTAM	CARBAPENEM	Enterobacter chengduensis	NA	AMR	7	76	0.09210526315789473
blaIMP-1	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	4	457	0.0087527352297593
blaIMP-1	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_I	NA	AMR	4	39	0.10256410256410256
blaIMP-1	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_M	NA	AMR	13	407	0.03194103194103194
blaIMP-1	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	4	127	0.031496062992125984
blaIMP-1	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	NA	AMR	231	6055	0.03815028901734104
blaIMP-1	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	Enterobacter cloacae complex	AMR	15	759	0.019762845849802372
blaIMP-1	BETA-LACTAM	CARBAPENEM	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	5	223	0.02242152466367713
blaIMP-1	BETA-LACTAM	CARBAPENEM	Enterobacter mori	NA	AMR	1	44	0.022727272727272728
blaIMP-1	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	NA	AMR	4	509	0.007858546168958742
blaIMP-1	BETA-LACTAM	CARBAPENEM	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
