Gene symbol	Class	Subclass	Element type	Hierarchy node	n	freq
aph(2'')-IIIa	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	aph(2'')-IIIa	3	2.8942163909121605e-5
cls_L52F	LIPOPEPTIDE	DAPTOMYCIN	AMR	cls	3	2.8942163909121605e-5
cls_T33N	LIPOPEPTIDE	DAPTOMYCIN	AMR	cls	3	2.8942163909121605e-5
dfrB_F99I	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrB	3	2.8942163909121605e-5
fusA_A655P	FUSIDIC_ACID	FUSIDIC_ACID	AMR	fusA	3	2.8942163909121605e-5
fusA_G452V	FUSIDIC_ACID	FUSIDIC_ACID	AMR	fusA	3	2.8942163909121605e-5
mprF_T345K	LIPOPEPTIDE	DAPTOMYCIN	AMR	mprF	3	2.8942163909121605e-5
pbp2_S569A	BETA-LACTAM	CEPHALOSPORIN	AMR	pbp2	3	2.8942163909121605e-5
pbp4_E183A	BETA-LACTAM	CEPHALOSPORIN	AMR	pbp4	3	2.8942163909121605e-5
qacH	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	qacH	3	2.8942163909121605e-5
rpoB_N474K	RIFAMYCIN	RIFAMPIN	AMR	rpoB	3	2.8942163909121605e-5
rpoB_R484C	RIFAMYCIN	RIFAMPIN	AMR	rpoB	3	2.8942163909121605e-5
vat(B)	STREPTOGRAMIN	STREPTOGRAMIN	AMR	vat(B)	3	2.8942163909121605e-5
vga(B)	LINCOSAMIDE	LINCOSAMIDE	AMR	vga(B)	3	2.8942163909121605e-5
blaCTX-M	BETA-LACTAM	CEPHALOSPORIN	AMR	blaCTX-M	2	1.9294775939414404e-5
cfr(B)	PHENICOL/LINCOSAMIDE/OXAZOLIDINONE/PLEUROMUTILIN/STREPTOGRAMIN	CHLORAMPHENICOL/CLINDAMYCIN/LINEZOLID/RETAPAMULIN/STREPTOGRAMIN B/VIRGINIAMYCIN	AMR	cfr(B)	2	1.9294775939414404e-5
fusA_E444V	FUSIDIC_ACID	FUSIDIC_ACID	AMR	fusA	2	1.9294775939414404e-5
fusA_G452S	FUSIDIC_ACID	FUSIDIC_ACID	AMR	fusA	2	1.9294775939414404e-5
fusA_T436I	FUSIDIC_ACID	FUSIDIC_ACID	AMR	fusA	2	1.9294775939414404e-5
gyrB_T172A	AMINOCOUMARIN	AMINOCOUMARIN	AMR	gyrB	2	1.9294775939414404e-5
merR1	MERCURY	MERCURY	STRESS	merR_Bc1	2	1.9294775939414404e-5
mprF_I420N	LIPOPEPTIDE	DAPTOMYCIN	AMR	mprF	2	1.9294775939414404e-5
mprF_M347R	LIPOPEPTIDE	DAPTOMYCIN	AMR	mprF	2	1.9294775939414404e-5
pgsA_S177F	LIPOPEPTIDE	DAPTOMYCIN	AMR	pgsA	2	1.9294775939414404e-5
qacZ	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	qacZ	2	1.9294775939414404e-5
rpoB_Q465R	RIFAMYCIN	RIFAMPIN	AMR	rpoB	2	1.9294775939414404e-5
rpoB_S463N	RIFAMYCIN	RIFAMPIN	AMR	rpoB	2	1.9294775939414404e-5
vat(A)	STREPTOGRAMIN	STREPTOGRAMIN	AMR	vat(A)	2	1.9294775939414404e-5
vgb(A)	STREPTOGRAMIN	STREPTOGRAMIN	AMR	vgb(A)	2	1.9294775939414404e-5
23S_T2528A	OXAZOLIDINONE	LINEZOLID	AMR	NA	1	9.647387969707202e-6
23S_T2532C	OXAZOLIDINONE	LINEZOLID	AMR	NA	1	9.647387969707202e-6
aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	aph(3'')-Ib	1	9.647387969707202e-6
aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	aph(6)-Id	1	9.647387969707202e-6
blaOXA-181	BETA-LACTAM	CARBAPENEM	AMR	blaOXA-181	1	9.647387969707202e-6
blaTEM-171	BETA-LACTAM	BETA-LACTAM	AMR	blaTEM-171	1	9.647387969707202e-6
cat-TC	PHENICOL	CHLORAMPHENICOL	AMR	cat-TC	1	9.647387969707202e-6
catA1	PHENICOL	CHLORAMPHENICOL	AMR	catA1	1	9.647387969707202e-6
cdtB	NA	NA	VIRULENCE	cdtB_Salmo	1	9.647387969707202e-6
cls_F60S	LIPOPEPTIDE	DAPTOMYCIN	AMR	cls	1	9.647387969707202e-6
dfrL	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrL	1	9.647387969707202e-6
erm(47)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/LINCOMYCIN/STREPTOGRAMIN	AMR	erm(47)	1	9.647387969707202e-6
fieF	NA	NA	STRESS	fieF	1	9.647387969707202e-6
fusA_A160V	FUSIDIC_ACID	FUSIDIC_ACID	AMR	fusA	1	9.647387969707202e-6
fusA_G452C	FUSIDIC_ACID	FUSIDIC_ACID	AMR	fusA	1	9.647387969707202e-6
fusA_H457N	FUSIDIC_ACID	FUSIDIC_ACID	AMR	fusA	1	9.647387969707202e-6
fusA_R464S	FUSIDIC_ACID	FUSIDIC_ACID	AMR	fusA	1	9.647387969707202e-6
fusA_R659C	FUSIDIC_ACID	FUSIDIC_ACID	AMR	fusA	1	9.647387969707202e-6
fusA_V407F	FUSIDIC_ACID	FUSIDIC_ACID	AMR	fusA	1	9.647387969707202e-6
gyrA_D73G	QUINOLONE	QUINOLONE	AMR	gyrA	1	9.647387969707202e-6
gyrA_G82C	QUINOLONE	QUINOLONE	AMR	gyrA	1	9.647387969707202e-6
ileS_F563L	MUPIROCIN	MUPIROCIN	AMR	ileS	1	9.647387969707202e-6
ileS_H67Q	MUPIROCIN	MUPIROCIN	AMR	ileS	1	9.647387969707202e-6
merR2	MERCURY	MERCURY	STRESS	merR_Bc2	1	9.647387969707202e-6
rpoB_A1085V	LIPOPEPTIDE	DAPTOMYCIN	AMR	rpoB	1	9.647387969707202e-6
rpoB_D550G	RIFAMYCIN	RIFAMPIN	AMR	rpoB	1	9.647387969707202e-6
rpoB_I527L	RIFAMYCIN	RIFAMPIN	AMR	rpoB	1	9.647387969707202e-6
rpoB_N474NH	RIFAMYCIN	RIFAMPIN	AMR	rpoB	1	9.647387969707202e-6
stxA2b	STX2	STX2B	VIRULENCE	stxA2b	1	9.647387969707202e-6
stxA2c	STX2	STX2C	VIRULENCE	stxA2c	1	9.647387969707202e-6
stxB2a	STX2	STX2A	VIRULENCE	stxB2a	1	9.647387969707202e-6
stxB2b	STX2	STX2B	VIRULENCE	stxB2b	1	9.647387969707202e-6
tet(T)	TETRACYCLINE	TETRACYCLINE	AMR	tet(T)	1	9.647387969707202e-6
uhpT_G112E	FOSFOMYCIN	FOSFOMYCIN	AMR	uhpT	1	9.647387969707202e-6
uhpT_W425R	FOSFOMYCIN	FOSFOMYCIN	AMR	uhpT	1	9.647387969707202e-6
walK_S221P	LIPOPEPTIDE	DAPTOMYCIN	AMR	walK	1	9.647387969707202e-6
