Gene symbol	Class	Subclass	Element type	Hierarchy node	n	freq
oprD_S278P	BETA-LACTAM	CARBAPENEM	AMR	oprD	39	0.0015691639172768972
aac(3)-C322	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	aac(3)-C322	38	0.0015289289450390279
blaLCR-1	BETA-LACTAM	BETA-LACTAM	AMR	blaLCR-1	38	0.0015289289450390279
tmexD	TETRACYCLINE	TIGECYCLINE	AMR	tmexD	38	0.0015289289450390279
blaIMP-51	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-51	37	0.0014886939728011588
blaPDC-124	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-124	37	0.0014886939728011588
oprD_Q158STOP	BETA-LACTAM	CARBAPENEM	AMR	oprD	37	0.0014886939728011588
blaIMP-13	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-13	36	0.0014484590005632897
blaOXA-908	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-908	35	0.0014082240283254204
blaPDC-127	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-127	35	0.0014082240283254204
blaOXA-1029	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1029	34	0.0013679890560875513
blaPDC-115	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-115	34	0.0013679890560875513
blaPDC-45	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-45	34	0.0013679890560875513
catB10	PHENICOL	CHLORAMPHENICOL	AMR	catB10	34	0.0013679890560875513
blaOXA-937	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-937	33	0.0013277540838496822
blaPDC-100	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-100	32	0.0012875191116118129
blaOXA-1025	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1025	31	0.0012472841393739438
blaPDC-107	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-107	31	0.0012472841393739438
blaPDC-62	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-62	31	0.0012472841393739438
blaOXA-1022	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1022	30	0.0012070491671360747
blaPDC-20	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-20	30	0.0012070491671360747
blaPDC-218	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-218	30	0.0012070491671360747
blaPDC-74	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-74	30	0.0012070491671360747
oprD_Q250STOP	BETA-LACTAM	CARBAPENEM	AMR	oprD	30	0.0012070491671360747
ampD_H157Y	BETA-LACTAM	CEPHALOSPORIN/TAZOBACTAM	AMR	ampD	29	0.0011668141948982056
blaOXA-129	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-129	29	0.0011668141948982056
blaOXA-902	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-902	29	0.0011668141948982056
pmrB_A54V	COLISTIN	COLISTIN	AMR	pmrB	29	0.0011668141948982056
aph(6)-Ic	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	aph(6)-Ic	28	0.0011265792226603363
arr	RIFAMYCIN	RIFAMYCIN	AMR	arr	28	0.0011265792226603363
blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	AMR	blaCTX-M-15	28	0.0011265792226603363
oprD_E140STOP	BETA-LACTAM	CARBAPENEM	AMR	oprD	28	0.0011265792226603363
ampR_R86C	BETA-LACTAM	CEPHALOSPORIN	AMR	ampR	26	0.0010461092781845981
blaIMP-15	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-15	26	0.0010461092781845981
dfrA27	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrA27	26	0.0010461092781845981
ftsI_G63S	BETA-LACTAM	CARBAPENEM	AMR	ftsI	26	0.0010461092781845981
ftsI_H394R	BETA-LACTAM	CARBAPENEM	AMR	ftsI	26	0.0010461092781845981
mexZ_E8STOP	BETA-LACTAM	CARBAPENEM	AMR	mexZ	26	0.0010461092781845981
oprD_Y283STOP	BETA-LACTAM	CARBAPENEM	AMR	oprD	26	0.0010461092781845981
blaDIM-1	BETA-LACTAM	CARBAPENEM	AMR	blaDIM-1	25	0.0010058743059467288
dacB_T428P	BETA-LACTAM	CEPHALOSPORIN	AMR	dacB	25	0.0010058743059467288
qnrVC6	QUINOLONE	QUINOLONE	AMR	qnrVC6	25	0.0010058743059467288
ampD_Q44STOP	BETA-LACTAM	CEPHALOSPORIN	AMR	ampD	24	9.656393337088597e-4
aph(3')-H48	AMINOGLYCOSIDE	KANAMYCIN	AMR	aph(3')-H48	24	9.656393337088597e-4
blaOXA-1131	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1131	24	9.656393337088597e-4
ftsI_A454V	BETA-LACTAM	CARBAPENEM	AMR	ftsI	24	9.656393337088597e-4
fusA1_P618L	AMINOGLYCOSIDE	TOBRAMYCIN	AMR	fusA1	24	9.656393337088597e-4
blaOXA-14	BETA-LACTAM	CEPHALOSPORIN	AMR	blaOXA-14	23	9.254043614709906e-4
blaPDC-23	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-23	23	9.254043614709906e-4
aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	AMR	aac(6')-Ib-cr5	22	8.851693892331214e-4
blaPDC-117	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-117	22	8.851693892331214e-4
mph(F)	MACROLIDE	ERYTHROMYCIN	AMR	mph(F)	22	8.851693892331214e-4
qnrVC	QUINOLONE	QUINOLONE	AMR	qnrVC	22	8.851693892331214e-4
blaIMP-18	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-18	21	8.449344169952522e-4
blaOXA-101	BETA-LACTAM	CEPHALOSPORIN	AMR	blaOXA-101	21	8.449344169952522e-4
blaOXA-677	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-677	21	8.449344169952522e-4
blaPDC-10	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-10	21	8.449344169952522e-4
blaPDC-68	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-68	21	8.449344169952522e-4
oprD_Q327STOP	BETA-LACTAM	CARBAPENEM	AMR	oprD	21	8.449344169952522e-4
oprD_Q415STOP	BETA-LACTAM	CARBAPENEM	AMR	oprD	21	8.449344169952522e-4
qnrA1	QUINOLONE	QUINOLONE	AMR	qnrA1	21	8.449344169952522e-4
blaOXA-1132	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1132	20	8.046994447573831e-4
blaSCO-1	BETA-LACTAM	BETA-LACTAM	AMR	blaSCO-1	20	8.046994447573831e-4
blaPDC-80	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-80	19	7.644644725195139e-4
ble	BLEOMYCIN	BLEOMYCIN	AMR	ble_Tn5	19	7.644644725195139e-4
blaOXA-1024	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1024	18	7.242295002816448e-4
blaOXA-17	BETA-LACTAM	CEPHALOSPORIN	AMR	blaOXA-17	18	7.242295002816448e-4
blaPDC-565	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-565	18	7.242295002816448e-4
blaPDC-63	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-63	18	7.242295002816448e-4
blaVIM	BETA-LACTAM	CARBAPENEM	AMR	blaVIM	18	7.242295002816448e-4
blaVIM-6	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-6	18	7.242295002816448e-4
ftsI_R504L	BETA-LACTAM	CARBAPENEM	AMR	ftsI	18	7.242295002816448e-4
fusA1_P554L	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	fusA1	18	7.242295002816448e-4
gyrA_G81C	QUINOLONE	QUINOLONE	AMR	gyrA	18	7.242295002816448e-4
tbtB	EFFLUX	EFFLUX	AMR	tbtB	18	7.242295002816448e-4
tbtM	EFFLUX	EFFLUX	AMR	tbtM	18	7.242295002816448e-4
blaPDC-133	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-133	17	6.839945280437756e-4
blaPDC-167	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-167	17	6.839945280437756e-4
blaPDC-301	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-301	17	6.839945280437756e-4
aac(3)-Ib	AMINOGLYCOSIDE	GENTAMICIN	AMR	aac(3)-Ib	16	6.437595558059064e-4
aac(6')-Iae	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	aac(6')-Iae	16	6.437595558059064e-4
amgS_R182C	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	amgS	16	6.437595558059064e-4
ampD_Q155STOP	BETA-LACTAM	CEPHALOSPORIN	AMR	ampD	16	6.437595558059064e-4
blaPDC-348	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-348	16	6.437595558059064e-4
blaVIM-20	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-20	16	6.437595558059064e-4
dfrA33	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrA33	16	6.437595558059064e-4
fusA1_A555E	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	fusA1	16	6.437595558059064e-4
oprD_E185STOP	BETA-LACTAM	CARBAPENEM	AMR	oprD	16	6.437595558059064e-4
aac(6')-IIb	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	aac(6')-IIb	15	6.035245835680373e-4
ampD_H77Y	BETA-LACTAM	CEPHALOSPORIN	AMR	ampD	15	6.035245835680373e-4
blaDIM	BETA-LACTAM	CARBAPENEM	AMR	blaDIM	15	6.035245835680373e-4
blaGES-19	BETA-LACTAM	CEPHALOSPORIN	AMR	blaGES-19	15	6.035245835680373e-4
blaPDC-141	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-141	15	6.035245835680373e-4
blaPDC-56	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-56	15	6.035245835680373e-4
fusA1_E100G	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	fusA1	15	6.035245835680373e-4
fusA1_Q455R	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	fusA1	15	6.035245835680373e-4
mexZ_V43A	BETA-LACTAM	CEPHALOSPORIN	AMR	mexZ	15	6.035245835680373e-4
tbtR	EFFLUX	EFFLUX	STRESS	tbtR	15	6.035245835680373e-4
blaPDC-122	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-122	14	5.632896113301681e-4
blaPDC-134	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-134	14	5.632896113301681e-4
blaPDC-213	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-213	14	5.632896113301681e-4
blaPDC-346	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-346	14	5.632896113301681e-4
blaPDC-53	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-53	14	5.632896113301681e-4
blaPDC-67	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-67	14	5.632896113301681e-4
catB8	PHENICOL	CHLORAMPHENICOL	AMR	catB8	14	5.632896113301681e-4
cmlA8	PHENICOL	CHLORAMPHENICOL	AMR	cmlA8	14	5.632896113301681e-4
dfrB10	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrB10	14	5.632896113301681e-4
nfxB_T39P	QUINOLONE	QUINOLONE	AMR	nfxB	14	5.632896113301681e-4
parE_E459D	QUINOLONE	QUINOLONE	AMR	parE	14	5.632896113301681e-4
parE_S457T	QUINOLONE	QUINOLONE	AMR	parE	14	5.632896113301681e-4
aac(3)-IIIa	AMINOGLYCOSIDE	GENTAMICIN	AMR	aac(3)-IIIa	13	5.230546390922991e-4
armA	AMINOGLYCOSIDE	GENTAMICIN	AMR	armA	13	5.230546390922991e-4
blaKPC-5	BETA-LACTAM	CARBAPENEM	AMR	blaKPC-5	13	5.230546390922991e-4
blaOXA-21	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-21	13	5.230546390922991e-4
blaOXA-226	BETA-LACTAM	CEPHALOSPORIN	AMR	blaOXA-226	13	5.230546390922991e-4
blaPAU-1	BETA-LACTAM	BETA-LACTAM	AMR	blaPAU-1	13	5.230546390922991e-4
blaPDC-172	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-172	13	5.230546390922991e-4
blaVIM-5	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-5	13	5.230546390922991e-4
dfrA15	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrA15	13	5.230546390922991e-4
fusA1_N592I	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	fusA1	13	5.230546390922991e-4
mexR_Q49STOP	BETA-LACTAM	CARBAPENEM	AMR	mexR	13	5.230546390922991e-4
blaOXA-232	BETA-LACTAM	CARBAPENEM	AMR	blaOXA-232	12	4.8281966685442986e-4
blaPDC-123	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-123	12	4.8281966685442986e-4
blaPDC-285	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-285	12	4.8281966685442986e-4
blaPDC-443	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-443	12	4.8281966685442986e-4
blaPDC-51	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-51	12	4.8281966685442986e-4
cmlA10	PHENICOL	CHLORAMPHENICOL	AMR	cmlA10	12	4.8281966685442986e-4
cmlB1	PHENICOL	CHLORAMPHENICOL	AMR	cmlB1	12	4.8281966685442986e-4
mexT_G300S	PHENICOL/QUINOLONE/TRIMETHOPRIM	CHLORAMPHENICOL/QUINOLONE/TRIMETHOPRIM	AMR	mexT	12	4.8281966685442986e-4
mexZ_W167STOP	BETA-LACTAM	CARBAPENEM	AMR	mexZ	12	4.8281966685442986e-4
oprD_L11P	BETA-LACTAM	CARBAPENEM	AMR	oprD	12	4.8281966685442986e-4
oprD_S251STOP	BETA-LACTAM	CARBAPENEM	AMR	oprD	12	4.8281966685442986e-4
pmrB_V9A	COLISTIN	COLISTIN	AMR	pmrB	12	4.8281966685442986e-4
ampD_E108STOP	BETA-LACTAM	CARBAPENEM	AMR	ampD	11	4.425846946165607e-4
bla	BETA-LACTAM	BETA-LACTAM	AMR	bla-A	11	4.425846946165607e-4
blaDHA	BETA-LACTAM	CEPHALOSPORIN	AMR	blaDHA	11	4.425846946165607e-4
blaGES-20	BETA-LACTAM	CARBAPENEM	AMR	blaGES-20	11	4.425846946165607e-4
blaIMP-10	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-10	11	4.425846946165607e-4
blaOXA-1027	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1027	11	4.425846946165607e-4
blaOXA-1133	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1133	11	4.425846946165607e-4
blaPDC-108	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-108	11	4.425846946165607e-4
blaPDC-201	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-201	11	4.425846946165607e-4
blaPDC-364	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-364	11	4.425846946165607e-4
blaVEB-14	BETA-LACTAM	CEPHALOSPORIN	AMR	blaVEB-14	11	4.425846946165607e-4
cmlA	PHENICOL	CHLORAMPHENICOL	AMR	cmlA	11	4.425846946165607e-4
dfrA21	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrA21	11	4.425846946165607e-4
fusA1_R371C	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	fusA1	11	4.425846946165607e-4
mexZ_G46S	BETA-LACTAM	CEPHALOSPORIN	AMR	mexZ	11	4.425846946165607e-4
oprD_Q164STOP	BETA-LACTAM	CARBAPENEM	AMR	oprD	11	4.425846946165607e-4
aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	aadA16	10	4.0234972237869157e-4
aadA5	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	aadA5	10	4.0234972237869157e-4
blaIMP-14	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-14	10	4.0234972237869157e-4
blaIMP-45	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-45	10	4.0234972237869157e-4
blaOXA-1129	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1129	10	4.0234972237869157e-4
blaPDC-52	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-52	10	4.0234972237869157e-4
blaPDC-537	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-537	10	4.0234972237869157e-4
blaVEB-5	BETA-LACTAM	CEPHALOSPORIN	AMR	blaVEB-5	10	4.0234972237869157e-4
catB11	PHENICOL	CHLORAMPHENICOL	AMR	catB11	10	4.0234972237869157e-4
ftsI_Y367C	BETA-LACTAM	CARBAPENEM	AMR	ftsI	10	4.0234972237869157e-4
mexZ_Q95STOP	BETA-LACTAM	CARBAPENEM	AMR	mexZ	10	4.0234972237869157e-4
mrdH	COPPER/NICKEL	COPPER/NICKEL	STRESS	mrdH	10	4.0234972237869157e-4
oprD_E386STOP	BETA-LACTAM	CARBAPENEM	AMR	oprD	10	4.0234972237869157e-4
aac(3)-I	AMINOGLYCOSIDE	GENTAMICIN	AMR	aac(3)-I	9	3.621147501408224e-4
aac(3)-IIIc	AMINOGLYCOSIDE	GENTAMICIN	AMR	aac(3)-IIIc	9	3.621147501408224e-4
aac(6')-31	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	aac(6')-31	9	3.621147501408224e-4
aac(6')-Ia	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	aac(6')-Ia	9	3.621147501408224e-4
blaOXA-1021	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1021	9	3.621147501408224e-4
blaOXA-1023	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1023	9	3.621147501408224e-4
blaOXA-675	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-675	9	3.621147501408224e-4
blaPDC-139	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-139	9	3.621147501408224e-4
blaPDC-147	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-147	9	3.621147501408224e-4
blaPDC-309	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-309	9	3.621147501408224e-4
blaVEB-2	BETA-LACTAM	CEPHALOSPORIN	AMR	blaVEB-2	9	3.621147501408224e-4
dfrA10	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrA10	9	3.621147501408224e-4
mexR_L57P	BETA-LACTAM	CEPHALOSPORIN	AMR	mexR	9	3.621147501408224e-4
mexR_R70Q	BETA-LACTAM	CEPHALOSPORIN	AMR	mexR	9	3.621147501408224e-4
mexZ_Q10STOP	BETA-LACTAM	CEPHALOSPORIN	AMR	mexZ	9	3.621147501408224e-4
aac(3)-IIIb	AMINOGLYCOSIDE	GENTAMICIN	AMR	aac(3)-IIIb	8	3.218797779029532e-4
blaPDC-101	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-101	8	3.218797779029532e-4
blaPDC-112	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-112	8	3.218797779029532e-4
blaPDC-113	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-113	8	3.218797779029532e-4
blaPDC-171	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-171	8	3.218797779029532e-4
blaPDC-199	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-199	8	3.218797779029532e-4
blaPDC-33	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-33	8	3.218797779029532e-4
dacB_G437D	BETA-LACTAM	CEPHALOSPORIN	AMR	dacB	8	3.218797779029532e-4
dfrA42	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrA42	8	3.218797779029532e-4
ftsI_F507L	BETA-LACTAM	CARBAPENEM	AMR	ftsI	8	3.218797779029532e-4
mcr-5.1	COLISTIN	COLISTIN	AMR	mcr-5.1	8	3.218797779029532e-4
rmtC	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	rmtC	8	3.218797779029532e-4
rmtD	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	rmtD	8	3.218797779029532e-4
aac(6')-32	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	aac(6')-32	7	2.816448056650841e-4
aadA21	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	aadA21	7	2.816448056650841e-4
blaIMP	BETA-LACTAM	CARBAPENEM	AMR	blaIMP	7	2.816448056650841e-4
blaKPC-3	BETA-LACTAM	CARBAPENEM	AMR	blaKPC-3	7	2.816448056650841e-4
blaOXA	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1_fam	7	2.816448056650841e-4
blaOXA-1087	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1087	7	2.816448056650841e-4
blaOXA-1188	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1188	7	2.816448056650841e-4
blaOXA-19	BETA-LACTAM	CEPHALOSPORIN	AMR	blaOXA-19	7	2.816448056650841e-4
blaOXA-850	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-850	7	2.816448056650841e-4
blaPDC-105	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-105	7	2.816448056650841e-4
blaPDC-119	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-119	7	2.816448056650841e-4
blaPDC-125	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-125	7	2.816448056650841e-4
blaPDC-255	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-255	7	2.816448056650841e-4
blaPDC-361	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-361	7	2.816448056650841e-4
blaPDC-457	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-457	7	2.816448056650841e-4
blaPDC-462	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-462	7	2.816448056650841e-4
blaPME	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPME	7	2.816448056650841e-4
blaPSE	BETA-LACTAM	BETA-LACTAM	AMR	blaPSE	7	2.816448056650841e-4
blaSHV-2A	BETA-LACTAM	CEPHALOSPORIN	AMR	blaSHV-2A	7	2.816448056650841e-4
blaVEB-16	BETA-LACTAM	CEPHALOSPORIN	AMR	blaVEB-16	7	2.816448056650841e-4
blaVEB-22	BETA-LACTAM	CEPHALOSPORIN	AMR	blaVEB-22	7	2.816448056650841e-4
blaVIM-11	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-11	7	2.816448056650841e-4
dfrA46	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrA46	7	2.816448056650841e-4
nalD_Q114STOP	BETA-LACTAM	CARBAPENEM	AMR	nalD	7	2.816448056650841e-4
oprD_Y196STOP	BETA-LACTAM	CARBAPENEM	AMR	oprD	7	2.816448056650841e-4
tet(B)	TETRACYCLINE	TETRACYCLINE	AMR	tet(B)	7	2.816448056650841e-4
blaOXA-1136	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1136	6	2.4140983342721493e-4
blaOXA-210	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-210	6	2.4140983342721493e-4
blaPDC-137	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-137	6	2.4140983342721493e-4
blaPDC-162	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-162	6	2.4140983342721493e-4
blaPDC-17	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-17	6	2.4140983342721493e-4
blaPDC-19b	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-19b	6	2.4140983342721493e-4
blaPDC-211	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-211	6	2.4140983342721493e-4
blaPDC-250	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-250	6	2.4140983342721493e-4
blaPDC-424	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-424	6	2.4140983342721493e-4
blaPDC-433	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-433	6	2.4140983342721493e-4
blaPDC-69	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-69	6	2.4140983342721493e-4
blaTEM-2	BETA-LACTAM	BETA-LACTAM	AMR	blaTEM-2	6	2.4140983342721493e-4
catA	PHENICOL	CHLORAMPHENICOL	AMR	catA9	6	2.4140983342721493e-4
catA2	PHENICOL	CHLORAMPHENICOL	AMR	catA2	6	2.4140983342721493e-4
dfrA12	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrA12	6	2.4140983342721493e-4
dfrA7	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrA7	6	2.4140983342721493e-4
ftsI_V523A	BETA-LACTAM	CARBAPENEM	AMR	ftsI	6	2.4140983342721493e-4
klaB	TELLURIUM	TELLURIUM	STRESS	klaB	6	2.4140983342721493e-4
klaC	TELLURIUM	TELLURIUM	STRESS	klaC	6	2.4140983342721493e-4
mexZ_Q103STOP	BETA-LACTAM	CARBAPENEM	AMR	mexZ	6	2.4140983342721493e-4
oprD_S223P	BETA-LACTAM	CARBAPENEM	AMR	oprD	6	2.4140983342721493e-4
pmrB_L17Q	COLISTIN	COLISTIN	AMR	pmrB	6	2.4140983342721493e-4
qacK	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	qacK	6	2.4140983342721493e-4
rmtE1	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	rmtE1	6	2.4140983342721493e-4
aadA15	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	aadA15	5	2.0117486118934578e-4
arr-4	RIFAMYCIN	RIFAMYCIN	AMR	arr-4	5	2.0117486118934578e-4
blaDHA-1	BETA-LACTAM	CEPHALOSPORIN	AMR	blaDHA-1	5	2.0117486118934578e-4
blaGES-11	BETA-LACTAM	CEPHALOSPORIN	AMR	blaGES-11	5	2.0117486118934578e-4
blaGES-7	BETA-LACTAM	CEPHALOSPORIN	AMR	blaGES-7	5	2.0117486118934578e-4
blaIMP-44	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-44	5	2.0117486118934578e-4
blaIMP-62	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-62	5	2.0117486118934578e-4
blaIMP-94	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-94	5	2.0117486118934578e-4
blaOXA-1124	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1124	5	2.0117486118934578e-4
blaOXA-415	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-415	5	2.0117486118934578e-4
blaOXA-46	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-46	5	2.0117486118934578e-4
blaPDC	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC_var	5	2.0117486118934578e-4
blaPDC-116	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-116	5	2.0117486118934578e-4
blaPDC-151	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-151	5	2.0117486118934578e-4
blaPDC-161	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-161	5	2.0117486118934578e-4
blaPDC-197	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-197	5	2.0117486118934578e-4
blaPDC-266	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-266	5	2.0117486118934578e-4
blaPDC-302	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-302	5	2.0117486118934578e-4
blaPDC-394	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-394	5	2.0117486118934578e-4
blaPDC-402	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-402	5	2.0117486118934578e-4
